,Discovery_Method,Discovery_Year,Solution_type,Planet_Orbital_Period_[day],Planet_Orbital_SemiMajorAxis_[day],Planet_Radius_[Earth_radius],Planet_Mass_[Earth_mass],Planet_Mass_Provenance,Planet_Eccentricity,Planet_Eq_Temperature_[K],Stellar_Effective_Temperature_[K],Stellar_Radius_[Solar_radius],Stellar_Mass_[Solar_mass],Stellar_Metallicity_[dex],Stellar_Metallicity_Radio,Stellar_Surface_Gravity_[log10(cm/s**2)],Number_Stars,Number_Planets,System_Distance_[pc],System_V_Magnitude,System_Ks_Magnitude,System_Gaia_Magnitude
2198,Transit,2014,Published Confirmed,2.84938,,14.908,400.4658,Mass,0.0,,6900.0,1.57,0.77,-0.03,[Fe/H],4.35,2,1,364.411,10.798,9.669,10.6151
2199,Transit,2014,Published Confirmed,2.849375,0.04574,18.943,638.8383,Mass,0.044,,6900.0,2.0,1.57,0.03,,,2,1,364.411,10.798,9.669,10.6151
2200,Transit,2014,Published Confirmed,3.585722,0.0506,15.8,158.91,Mass,0.0,1560.0,6400.0,1.29,1.34,0.2,[Fe/H],4.34,1,1,201.224,10.336,9.075,10.138
2201,Transit,2014,Published Confirmed,3.585722,0.05057,15.805,157.96151,Mass,0.068,,6380.0,1.29,1.34,0.2,,,1,1,201.224,10.336,9.075,10.138
2202,Transit,2014,Published Confirmed,3.58572,,16.029,162.0933,Mass,0.0,,6380.0,1.31,1.41,0.2,[Fe/H],4.31,1,1,201.224,10.336,9.075,10.138
2203,Transit,2014,Published Confirmed,0.925542,0.01985,17.127,473.5667,Mass,0.0,,6110.0,1.44,1.22,,,,1,1,375.647,12.402,10.767,12.1931
2204,Transit,2014,Published Confirmed,0.925542,0.01985,17.127,473.547,Mass,,2508.0,6110.0,1.44,1.22,0.06,[Fe/H],4.22,1,1,375.647,12.402,10.767,12.1931
2205,Transit,2014,Published Confirmed,,0.01979,18.45,467.2101,Mass,,2489.0,,1.41,1.21,,,4.22,1,1,375.647,12.402,10.767,12.1931
2206,Transit,2014,Published Confirmed,0.9255456,0.01987,17.127,462.44265,Mass,0.15,,6110.0,1.44,1.22,0.06,,,1,1,375.647,12.402,10.767,12.1931
2207,Transit,2014,Published Confirmed,1.7554137,0.02918,12.745,404.263,Mass,0.0,1516.0,5475.0,0.96,1.08,0.32,[Fe/H],4.5,2,1,185.932,11.779,9.882,11.5931
2208,Transit,2014,Published Confirmed,1.7554137,0.0292,12.745,403.00844,Mass,0.015,,5450.0,0.96,1.08,0.32,,,2,1,185.932,11.779,9.882,11.5931
2209,Transit,2017,Published Confirmed,7.87288,0.075,10.761,572.094,Mass,0.0,900.0,5070.0,0.9,0.89,0.28,[Fe/H],4.2,1,1,169.272,12.049,9.935,11.8445
2210,Transit,2014,Published Confirmed,9.289715,0.0917,12.162,611.797,Mass,0.0,1140.0,6055.0,1.39,1.19,-0.09,[Fe/H],4.23,1,1,352.181,11.21,10.161,11.3659
2211,Transit,2014,Published Confirmed,9.28971,,11.433,514.8846,Mass,0.0,,6055.0,1.31,0.93,-0.09,[Fe/H],4.23,1,1,352.181,11.21,10.161,11.3659
2212,Transit,2014,Published Confirmed,9.289715,0.0917,12.162,606.73747,Mass,0.046,,6000.0,1.39,1.19,0.09,,,1,1,352.181,11.21,10.161,11.3659
2213,Transit,2017,Published Confirmed,5.72149242,0.0553,10.357,37.82177,Mass,0.0,736.0,,0.66,0.69,,,,1,2,64.7414,11.592,8.637,11.174
2214,Transit,2017,Published Confirmed,5.7214742,,,30.5,Mass,0.06,,4425.0,0.67,0.68,0.02,[Fe/H],4.63,1,2,64.7414,11.592,8.637,11.174
2215,Transit,2017,Published Confirmed,5.7214742,0.0558,10.626,38.1396,Mass,0.0,,4430.0,0.66,0.69,0.02,[Fe/H],4.5,1,2,64.7414,11.592,8.637,11.174
2216,Transit,2017,Published Confirmed,5.72149,0.055,10.536,38.1396,Mass,0.0,770.0,4430.0,0.66,0.69,0.02,[Fe/H],4.5,1,2,64.7414,11.592,8.637,11.174
2217,Transit,2008,Published Confirmed,3.7224747,0.0435,11.265,154.777,Mass,0.0,,4980.0,0.79,0.83,,,,3,1,124.73,11.567,9.421,11.5535
2218,Transit,2008,Published Confirmed,3.72247,,12.442,251.0857,Mass,0.0,,4800.0,0.89,1.42,0.0,[Fe/H],4.45,3,1,124.73,11.567,9.421,11.5535
2219,Transit,2008,Published Confirmed,3.7224793,0.04376,11.097,169.08556,Mass,0.03,,4900.0,0.77,0.81,0.12,,,3,1,124.73,11.567,9.421,11.5535
2220,Transit,2008,Published Confirmed,,,,161.77547,Mass,0.028,,,,0.83,0.25,[Fe/H],,3,1,124.73,11.567,9.421,11.5535
2221,Transit,2008,Published Confirmed,3.72247967,0.04375,11.097,156.37236,Mass,,992.0,4900.0,0.77,0.81,0.12,[Fe/H],4.57,3,1,124.73,11.567,9.421,11.5535
2222,Transit,2008,Published Confirmed,3.722465,0.043,10.2,168.4499,Mass,0.0,960.0,4800.0,0.74,0.77,0.0,[M/H],4.45,3,1,124.73,11.567,9.421,11.5535
2223,Transit,2021,Published Confirmed,3.77840121,,13.877,162.09249,Mass,0.0,,5400.0,,,-0.06,[Fe/H],4.1,1,1,274.96,12.762,10.871,12.5517
2224,Transit,2016,Published Confirmed,4.54216875,0.05885,15.793,150.96925,Mass,0.0,1496.0,5890.0,1.61,1.32,0.1,[Fe/H],4.2,1,1,435.156,11.761,10.311,11.6041
2225,Transit,2016,Published Confirmed,1.5487743,0.02851,15.009,562.24127,Mass,0.012,2043.0,5940.0,1.43,1.29,0.14,[Fe/H],4.3,2,1,523.337,12.685,11.074,12.5227
2226,Transit,2014,Published Confirmed,10.02165,,11.882,95.349,Mass,0.3,,6040.0,1.22,1.29,-0.11,[Fe/H],4.28,1,1,157.963,10.139,8.78,10.0269
2227,Transit,2014,Published Confirmed,10.02165,0.09464,11.444,87.75286,Mass,0.3,,6040.0,1.17,1.13,0.11,,,1,1,157.963,10.139,8.78,10.0269
2228,Transit,2014,Published Confirmed,10.02165,0.09459,11.444,87.5585,Mass,0.302,1001.0,6038.0,1.17,1.13,-0.11,[Fe/H],4.28,1,1,157.963,10.139,8.78,10.0269
2229,Transit,2016,Published Confirmed,4.0460407,0.0545,15.625,165.2716,Mass,0.0,1753.0,,1.75,1.32,,,,1,1,376.658,11.009,9.788,10.9196
2230,Transit,2016,Published Confirmed,4.0460435,0.05453,16.141,163.36462,Mass,0.0,1729.0,6410.0,1.7,1.32,0.16,[Fe/H],4.1,1,1,376.658,11.009,9.788,10.9196
2231,Transit,2016,Published Confirmed,2.49979,0.0363,15.693,390.9309,Mass,0.058,1600.0,5650.0,1.2,1.02,0.14,[Fe/H],4.26,1,1,302.448,12.314,10.545,12.1014
2232,Transit,2008,Published Confirmed,1.0914222,0.02309,20.456,454.4969,Mass,,2523.0,6250.0,1.62,1.38,0.32,[Fe/H],4.16,3,1,427.246,11.569,10.188,11.4999
2233,Transit,2008,Published Confirmed,1.09142245,,20.4,416.3573,Mass,0.05,,6300.0,1.59,1.2,0.3,[Fe/H],4.38,3,1,427.246,11.569,10.188,11.4999
2234,Transit,2008,Published Confirmed,1.091423,0.0229,20.1,448.0,Mass,0.049,,6300.0,1.57,1.35,,,,3,1,427.246,11.569,10.188,11.4999
2235,Transit,2008,Published Confirmed,1.0914199,,20.389,448.1403,Mass,0.0,2601.0,6300.0,1.57,1.35,0.3,[Fe/H],4.17,3,1,427.246,11.569,10.188,11.4999
2236,Transit,2008,Published Confirmed,1.09,,19.392,444.962,Mass,,2510.0,6154.0,1.75,1.17,0.21,[M/H],4.02,3,1,427.246,11.569,10.188,11.4999
2237,Transit,2008,Published Confirmed,1.0914203,0.0234,21.297,467.2101,Mass,0.0,2580.0,6360.0,1.66,1.43,0.33,[Fe/H],4.16,3,1,427.246,11.569,10.188,11.4999
2238,Transit,2008,Published Confirmed,1.09142,0.0232,21.712,465.62095,Mass,,2593.0,6360.0,1.66,1.43,,,,3,1,427.246,11.569,10.188,11.4999
2239,Transit,2008,Published Confirmed,1.0914209,0.02312,20.456,441.7837,Mass,0.02,,6250.0,1.62,1.38,0.32,,,3,1,427.246,11.569,10.188,11.4999
2240,Transit,2008,Published Confirmed,1.09142119,0.0235,20.849,638.8383,Mass,0.0447,2483.0,6300.0,,,0.3,[Fe/H],4.38,3,1,427.246,11.569,10.188,11.4999
2241,Transit,2008,Published Confirmed,,,,441.7837,Mass,0.037,,,,1.38,0.07,[Fe/H],,3,1,427.246,11.569,10.188,11.4999
2242,Transit,2016,Published Confirmed,3.6112706,0.0514,16.511,1541.4755,Mass,0.057,1880.0,6450.0,1.87,1.39,-0.05,[Fe/H],4.04,1,1,381.174,10.96,9.877,10.8989
2243,Transit,2016,Published Confirmed,1.2749255,0.02544,20.905,375.99289,Mass,0.0,2358.0,6459.0,1.46,1.35,0.13,[Fe/H],4.24,1,1,269.898,10.514,9.374,10.3746
2244,Transit,2016,Published Confirmed,1.27492504,0.02596,19.649,367.72747,Mass,0.0,,,1.46,1.36,,,,1,1,269.898,10.514,9.374,10.3746
2245,Transit,2016,Published Confirmed,2.9776412,0.04263,14.773,285.72917,Mass,0.0,1520.0,5740.0,1.28,1.17,0.18,[Fe/H],4.29,2,1,197.996,11.03,9.362001,10.8999
2246,Transit,2016,Published Confirmed,3.37265,0.0449,13.899,190.698,Mass,0.017,1400.0,6050.0,1.02,1.07,-0.02,[Fe/H],4.44,1,1,448.637,12.724,11.31,12.5754
2247,Transit,2016,Published Confirmed,3.2888,0.0449,10.761,88.9924,Mass,0.18,1480.0,5800.0,1.27,1.12,0.17,[Fe/H],4.28,1,2,216.526,10.994,9.598,11.0665
2248,Transit,2016,Published Confirmed,3.28883,,,90.3,Mass,,,5800.0,1.27,1.12,,,,1,2,216.526,10.994,9.598,11.0665
2249,Transit Timing Variations,2019,Published Confirmed,7.63,,,64.2,Mass,0.05,,5800.0,1.27,1.12,,,,1,2,216.526,10.994,9.598,11.0665
2250,Transit,2016,Published Confirmed,4.178062,0.052,15.356,57.2094,Mass,,1400.0,5620.0,1.39,1.08,-0.18,[Fe/H],4.18,2,1,159.507,10.148,8.641,10.054
2251,Transit,2016,Published Confirmed,4.17806203,0.0484,14.695,52.3466,Mass,0.0,,,1.33,0.95,,,,2,1,159.507,10.148,8.641,10.054
2252,Transit,2016,Published Confirmed,5.748145,0.0628,10.424,317.83,Mass,0.096,1100.0,5900.0,0.9,1.0,0.15,[Fe/H],4.53,2,1,301.462,12.179,10.412,11.8127
2253,Transit,2009,Published Confirmed,4.353011,0.0558,17.127,166.86075,Mass,0.016,,5830.0,1.66,1.22,0.0,,,1,1,227.537,10.424,9.119,10.38
2254,Transit,2009,Published Confirmed,4.353011,0.05362,15.569,151.599,Mass,0.0,,,1.56,1.09,,,,1,1,227.537,10.424,9.119,10.38
2255,Transit,2009,Published Confirmed,4.3530135,,15.771,158.915,Mass,0.0,,5989.0,,1.19,0.0,[Fe/H],4.16,1,1,227.537,10.424,9.119,10.38
2256,Transit,2009,Published Confirmed,4.35301,,13.675,114.4188,Mass,0.0,,5950.0,1.37,0.72,0.0,[Fe/H],4.06,1,1,227.537,10.424,9.119,10.38
2257,Transit,2009,Published Confirmed,4.353011,0.0557,17.127,162.72896,Mass,,1531.0,5826.0,1.66,1.22,0.0,[Fe/H],4.09,1,1,227.537,10.424,9.119,10.38
2258,Transit,2016,Published Confirmed,11.55098,0.1012,9.976,390.9309,Mass,0.0,833.0,5625.0,0.96,1.04,0.26,[Fe/H],4.49,1,1,172.256,11.104,9.461,10.9717
2259,Transit,2016,Published Confirmed,5.322023,0.0607,13.675,85.8141,Mass,0.0,1460.0,6030.0,1.53,1.06,-0.18,[Fe/H],4.09,1,1,200.075,10.068,8.573,9.86708
2260,Transit,2016,Published Confirmed,7.133521,0.067,9.752,130.3103,Mass,0.0,763.0,4775.0,0.74,0.8,0.22,[Fe/H],4.61,1,1,122.91,11.938,9.674,11.7538
2261,Transit,2016,Published Confirmed,2.176423,0.0345,13.563,368.6828,Mass,0.17,1790.0,5700.0,1.44,1.16,0.29,[Fe/H],4.18,1,1,559.084,12.891,11.18,12.7146
2262,Transit,2015,Published Confirmed,1.4013794,0.0243,14.572,603.877,Mass,0.0,,5675.0,0.96,0.98,0.02,[Fe/H],4.47,1,1,298.214,13.181,11.037,13.0045
2263,Transit,2016,Published Confirmed,5.215357,0.0661,15.468,479.9233,Mass,,1742.0,6260.0,2.21,1.41,-0.18,[Fe/H],3.9,1,1,275.587,9.974,8.805,9.81929
2264,Transit,2016,Published Confirmed,3.634433,0.0494,12.218,387.7526,Mass,,1590.0,6272.0,1.36,1.22,-0.09,[Fe/H],4.25,1,1,414.234,11.796,10.494,11.6873
2265,Transit,2016,Published Confirmed,5.924262,0.062,8.967,37.18611,Mass,0.0,910.0,5310.0,0.8,0.92,0.2,[Fe/H],4.59,2,1,212.472,12.456,10.472,12.2715
2266,Transit,2008,Published Confirmed,2.2437661,0.0358,14.359,2294.7326,Mass,0.0782,,6480.0,1.31,1.21,0.0,,,3,1,161.997,9.745,8.621,9.64647
2267,Transit,2008,Published Confirmed,2.2437661,0.0372,18.304,2510.857,Mass,,2090.0,6475.0,1.67,1.35,0.0,[Fe/H],4.13,3,1,161.997,9.745,8.621,9.64647
2268,Transit,2008,Published Confirmed,2.243752,0.036,14.36,2333.0,Mass,0.091,,6475.0,1.31,1.21,,,,3,1,161.997,9.745,8.621,9.64647
2269,Transit,2008,Published Confirmed,2.24375,,15.468,2809.6172,Mass,0.09,,6475.0,1.4,1.62,0.0,[Fe/H],4.07,3,1,161.997,9.745,8.621,9.64647
2270,Transit,2008,Published Confirmed,,,,2479.074,Mass,0.0822,,,,1.35,-0.13,[Fe/H],,3,1,161.997,9.745,8.621,9.64647
2271,Transit,2008,Published Confirmed,2.24376524,0.0371,13.686,2466.3608,Mass,0.083,,6500.0,,,-0.1,[Fe/H],4.5,3,1,161.997,9.745,8.621,9.64647
2272,Transit,2008,Published Confirmed,2.2437655,0.037,13.899,2412.3297,Mass,0.087,1872.0,6475.0,1.32,1.3,,,4.31,3,1,161.997,9.745,8.621,9.64647
2273,Transit,2016,Published Confirmed,2.2359835,0.0323,16.141,775.5052,Mass,0.047,1320.0,5260.0,0.87,0.9,0.12,[Fe/H],4.51,2,1,117.598,11.118,9.165,10.8202
2274,Transit,2016,Published Confirmed,3.310651,0.0469,13.563,854.9627,Mass,0.0,1540.0,5900.0,1.37,1.25,0.29,[Fe/H],4.26,1,1,516.543,12.65,11.194,12.4822
2275,Transit,2016,Published Confirmed,2.052868,0.0347,17.15,266.9772,Mass,0.0,2000.0,6010.0,1.64,1.33,0.26,[Fe/H],4.13,1,1,730.933,12.871,11.442,12.7568
2276,Transit,2018,Published Confirmed,2.2783152,0.0316,9.528,139.8452,Mass,0.0,1260.0,5200.0,0.81,0.81,0.18,,4.53,1,1,355.513,13.085,10.897,12.915
2277,Transit,2018,Published Confirmed,1.7690381,0.0261,10.088,282.8687,Mass,0.0,1200.0,4900.0,0.68,0.76,-0.04,,4.65,2,1,91.299,11.636,9.194,11.3583
2278,Transit,2018,Published Confirmed,4.60273,0.0549,12.498,87.40325,Mass,0.0,1404.0,5702.0,1.43,1.04,0.092,[Fe/H],,1,1,436.098,12.681,10.857,12.1832
2279,Transit,2020,Published Confirmed,8.80381,0.0845,8.093,92.48853,Mass,0.22,940.0,5460.0,1.03,1.0,0.11,[Fe/H],4.4,1,2,246.353,12.036,10.506,12.0845
2280,Radial Velocity,2020,Published Confirmed,34.516,0.2101,,127.132,Mass,0.359,590.0,5460.0,1.03,1.0,0.11,[Fe/H],4.4,1,2,246.353,12.036,10.506,12.0845
2281,Transit,2009,Published Confirmed,3.7521,0.0499,15.457,175.12433,Mass,0.087,,6300.0,1.44,1.18,-0.17,[Fe/H],4.35,1,1,282.091,10.972,9.693,10.797
2282,Transit,2009,Published Confirmed,3.7521,,15.805,171.6282,Mass,0.0,,6300.0,1.48,1.18,-0.17,[Fe/H],4.35,1,1,282.091,10.972,9.693,10.797
2283,Transit,2009,Published Confirmed,3.75209748,0.05165,15.782,188.15536,Mass,,1676.0,6405.0,1.52,1.3,0.0,[Fe/H],4.19,1,1,282.091,10.972,9.693,10.797
2284,Transit,2009,Published Confirmed,3.75209748,0.0499,16.006,172.26386,Mass,0.055,,6300.0,1.48,1.18,0.17,,,1,1,282.091,10.972,9.693,10.797
2285,Transit,2009,Published Confirmed,,,,179.89178,Mass,0.038,,,,1.3,0.0,[Fe/H],,1,1,282.091,10.972,9.693,10.797
2286,Transit,2009,Published Confirmed,3.7520656,0.0499,16.01,172.0,Mass,0.0,,6300.0,1.48,1.18,,,,1,1,282.091,10.972,9.693,10.797
2287,Transit,2020,Published Confirmed,5.644207,0.0694,11.994,2688.8418,Mass,0.3775,1460.0,6218.0,1.65,1.39,0.156,[Fe/H],4.15,1,1,527.995,12.026,10.747,11.9151
2288,Transit,2017,Published Confirmed,4.5334775,0.055,13.305,100.43378,Mass,0.0,1312.0,,1.18,1.08,,,,1,1,453.099,12.821,11.187,12.6278
2289,Transit,2017,Published Confirmed,4.533471,0.055,12.666,98.5273,Mass,0.003,1290.0,5871.0,1.14,1.08,0.1,[Fe/H],4.35,1,1,453.099,12.821,11.187,12.6278
2290,Transit,2017,Published Confirmed,3.332609,0.048,17.374,123.9537,Mass,0.009,1700.0,5914.0,1.73,1.34,0.34,[Fe/H],4.1,1,1,610.176,12.591,11.051,12.4967
2291,Transit,2017,Published Confirmed,3.836169,0.0453,5.717,40.68224,Mass,0.007,970.0,4910.0,0.76,0.84,0.24,[Fe/H],4.6,1,1,122.066,11.559,9.339,11.3227
2292,Transit,2016,Published Confirmed,3.9516205,0.0529,11.938,182.43442,Mass,0.0,1339.0,5838.0,1.13,1.26,0.34,[Fe/H],4.5,1,1,334.037,12.397,10.764,12.1818
2293,Transit,2018,Published Confirmed,3.656333,0.0517,11.994,886.7457,Mass,0.0,1590.0,6350.0,1.39,1.38,0.24,,4.3,1,1,524.993,12.044,10.881,12.0911
2294,Transit,2018,Published Confirmed,3.840401,0.0538,15.468,174.8065,Mass,0.0,1850.0,6120.0,2.11,1.41,0.22,,3.94,1,1,715.383,12.836,11.017,12.2951
2295,Transit,2009,Published Confirmed,3.1186068,0.0422,11.299,288.58964,Mass,0.018,,5700.0,0.95,1.02,0.01,,,1,1,194.134,11.288,9.589,11.1247
2296,Transit,2009,Published Confirmed,3.1186068,0.0415,13.653,264.43456,Mass,,1389.0,5630.0,1.09,0.98,0.07,[Fe/H],4.36,1,1,194.134,11.288,9.589,11.1247
2297,Transit,2009,Published Confirmed,,,,268.88418,Mass,0.015,,,,0.98,0.07,[Fe/H],,1,1,194.134,11.288,9.589,11.1247
2298,Transit,2009,Published Confirmed,3.1186,,13.675,394.1092,Mass,0.0,,5700.0,1.14,1.78,0.01,[Fe/H],4.49,1,1,194.134,11.288,9.589,11.1247
2299,Transit,2009,Published Confirmed,3.1186009,0.0421,11.3,272.0,Mass,0.0,,5700.0,0.95,1.02,,,,1,1,194.134,11.288,9.589,11.1247
2300,Transit,2018,Published Confirmed,3.7684952,0.0452,12.218,88.35674,Mass,0.0,1119.0,5298.0,0.87,0.87,0.27,[Fe/H],,2,1,288.326,13.04,11.055,12.8842
2301,Transit,2018,Published Confirmed,5.4060425,0.0673,12.812,791.3967,Mass,,1557.0,6400.0,1.71,1.39,0.16,[Fe/H],4.11,1,1,343.08,11.079,9.837,10.8987
2302,Transit,2018,Published Confirmed,9.62468,0.0871,11.209,1652.716,Mass,0.434,910.0,5300.0,1.11,0.95,0.28,,4.33,1,1,310.841,12.213,10.466,12.0652
2303,Transit,2018,Published Confirmed,1.6096884,0.0266,13.473,594.3421,Mass,,1638.0,5500.0,1.01,0.97,-0.34,[Fe/H],4.41,1,1,261.386,12.663,10.147,12.2511
2304,Transit,2018,Published Confirmed,1.7771255,0.02818,12.644,676.9779,Mass,0.0,1610.0,5806.0,0.93,0.95,-0.01,[Fe/H],,1,1,327.506,12.603,10.959,12.4679
2305,Transit,2018,Published Confirmed,3.465509,0.04823,14.123,209.13214,Mass,0.0,1624.0,5599.0,1.75,1.25,0.33,[Fe/H],,1,1,602.236,12.816,11.024,12.5435
2306,Transit,2019,Published Confirmed,5.44354,0.0641,7.062,32.10083,Mass,0.0,1270.0,6050.0,1.22,1.19,0.19,[Fe/H],4.34,1,1,114.173,9.351,8.032,9.257
2307,Transit,2017,Published Confirmed,2.0219596,0.0365,17.71,2542.64,Mass,,2329.0,7000.0,1.79,1.59,0.1,[Fe/H],4.13,1,1,423.552,10.517,9.76,10.5786
2308,Transit,2018,Published Confirmed,4.153658,0.0519,16.814,133.4886,Mass,0.0,1340.0,6000.0,1.12,1.08,-0.01,,4.37,2,1,303.941,12.124,10.443,11.7139
2309,Transit,2019,Published Confirmed,5.6114118,0.0681,14.617,178.30263,Mass,0.0,1604.0,6110.0,2.01,1.34,0.06,[Fe/H],3.96,1,1,627.066,12.167,10.483,11.7206
2310,Transit,2009,Published Confirmed,3.73543,,20.961,247.9074,Mass,0.0,,6550.0,1.49,2.28,-0.25,[Fe/H],4.2,1,1,405.908,11.588,10.224,11.3803
2311,Transit,2009,Published Confirmed,3.7354845,0.05125,21.656,151.60491,Mass,0.0,1755.0,,1.58,1.29,,,4.15,1,1,405.908,11.588,10.224,11.3803
2312,Transit,2009,Published Confirmed,3.7354845,0.05151,22.317,162.72896,Mass,0.02,,6650.0,1.57,1.31,0.19,,,1,1,405.908,11.588,10.224,11.3803
2313,Transit,2009,Published Confirmed,3.73,,21.185,162.0933,Mass,,1740.0,6548.0,1.57,1.35,-0.07,[M/H],4.18,1,1,405.908,11.588,10.224,11.3803
2314,Transit,2009,Published Confirmed,3.735433,0.05,22.261,143.97699,Mass,0.11,,6650.0,1.58,1.2,-0.19,[Fe/H],4.45,1,1,405.908,11.588,10.224,11.3803
2315,Transit,2009,Published Confirmed,3.7354417,0.051,19.5,156.0,Mass,0.129,,6550.0,1.38,1.2,,,,1,1,405.908,11.588,10.224,11.3803
2316,Transit,2009,Published Confirmed,3.735438,0.0515,22.317,154.46538,Mass,0.028,1771.0,6650.0,1.57,1.31,-0.19,[Fe/H],4.16,1,1,405.908,11.588,10.224,11.3803
2317,Transit,2009,Published Confirmed,3.735438,0.0513,19.582,154.46538,Mass,0.0,,,1.57,1.31,,,,1,1,405.908,11.588,10.224,11.3803
2318,Transit,2009,Published Confirmed,,,,168.13207,Mass,0.039,,,,1.29,-0.02,[Fe/H],,1,1,405.908,11.588,10.224,11.3803
2319,Transit,2018,Published Confirmed,2.34478022,0.0337,12.285,508.528,Mass,,1422.0,5600.0,0.94,0.93,0.22,[Fe/H],4.47,1,1,305.603,12.613,10.724,12.4693
2320,Transit,2019,Published Confirmed,3.8186244,0.0504,10.985,344.52772,Mass,0.0,1642.0,5965.0,1.64,1.17,0.04,[Fe/H],4.08,1,1,757.84,12.612,11.104,12.4407
2321,Transit,2018,Published Confirmed,5.477433,0.0694,17.598,149.3801,Mass,0.0,1740.0,6900.0,1.91,1.49,-0.1,,4.05,1,1,538.11,10.988,10.13,11.0099
2322,Transit,2018,Published Confirmed,1.3866529,0.02508,14.404,1102.8701,Mass,0.0,1842.0,5767.0,1.1,1.09,0.259,[Fe/H],4.39,2,1,232.98,11.15,10.002,11.3975
2323,Transit,2018,Published Confirmed,1.38665318,0.0248,13.451,1172.7927,Mass,0.0,1880.0,5800.0,1.11,1.05,0.16,,4.37,2,1,232.98,11.15,10.002,11.3975
2324,Transit,2018,Published Confirmed,4.2337,0.0559,14.572,413.179,Mass,,1490.0,6400.0,1.31,1.3,0.09,[Fe/H],4.32,1,1,410.149,11.803,10.579,11.6826
2325,Transit,2018,Published Confirmed,4.2337005,0.05503,16.107,104.88337,Mass,0.0,1528.0,6399.0,1.35,1.24,0.06,[Fe/H],4.27,1,1,410.149,11.803,10.579,11.6826
2326,Transit,2019,Published Confirmed,3.0652907,0.04403,13.54,314.6517,Mass,0.0,1571.0,6229.0,1.2,1.21,0.15,[Fe/H],4.36,1,1,539.36,12.959,11.471,12.7065
2327,Transit,2020,Published Confirmed,3.899052,0.0535,16.87,271.74465,Mass,0.0,1721.0,5941.0,1.93,1.34,0.164,[Fe/H],4.0,1,1,568.42,12.006,10.648,11.9392
2328,Transit,2019,Published Confirmed,3.071722,0.03957,17.71,161.45764,Mass,,1142.0,5017.0,0.89,0.88,0.25,[Fe/H],4.49,1,1,176.818,12.312,10.163,12.0715
2329,Transit,2019,Published Confirmed,3.3448285,0.0558,20.288,527.5978,Mass,0.0,2470.0,9360.0,1.67,2.07,0.21,[Fe/H],4.31,1,1,427.678,9.946,9.703,9.91226
2330,Transit,2019,Published Confirmed,3.3448412,0.0545,21.745,448.1403,Mass,0.0,2402.0,8640.0,1.8,1.93,-0.06,[Fe/H],4.21,1,1,427.678,9.946,9.703,9.91226
2331,Transit,2009,Published Confirmed,0.9414526,0.02087,13.35,3305.432,Mass,0.0091,,6431.0,1.26,1.46,0.11,[Fe/H],4.47,2,2,123.483,9.28,8.131,9.16617
2332,Transit,2009,Published Confirmed,0.94124,0.02,,3314.82,Mass,,,6400.0,1.23,1.22,,,,2,2,123.483,9.28,8.131,9.16617
2333,Transit,2009,Published Confirmed,0.94145223,0.02024,13.899,3241.84975,Mass,0.0051,2429.0,6432.0,1.32,1.29,0.107,[Fe/H],4.31,2,2,123.483,9.28,8.131,9.16617
2334,Transit,2009,Published Confirmed,0.94145299,0.02026,13.059,3314.83,Mass,0.0092,,6400.0,,,,,,2,2,123.483,9.28,8.131,9.16617
2335,Transit,2009,Published Confirmed,0.94145181,0.02034,12.98,3270.4707,Mass,,2392.0,6400.0,1.22,1.26,0.0,[Fe/H],4.36,2,2,123.483,9.28,8.131,9.16617
2336,Transit,2009,Published Confirmed,,,,3327.6801,Mass,0.0068,,,,1.28,0.11,[Fe/H],,2,2,123.483,9.28,8.131,9.16617
2337,Transit,2009,Published Confirmed,,0.02047,13.058,3314.9669,Mass,,,6400.0,1.23,1.28,0.0,[Fe/H],4.37,2,2,123.483,9.28,8.131,9.16617
2338,Transit,2009,Published Confirmed,0.94145181,0.02043,13.036,3299.0754,Mass,,2413.0,6455.0,1.23,1.27,0.0,[Fe/H],4.37,2,2,123.483,9.28,8.131,9.16617
2339,Transit,2009,Published Confirmed,0.9414529,0.0202,14.202,3213.2613,Mass,0.00848,,6400.0,1.36,1.24,0.0,[Fe/H],4.4,2,2,123.483,9.28,8.131,9.16617
2340,Transit,2009,Published Confirmed,0.9,0.02,14.6,3241.7,Mass,0.0,2400.0,6400.0,,,,,,2,2,123.483,9.28,8.131,9.16617
2341,Transit,2009,Published Confirmed,0.94145,,13.451,3635.9752,Mass,0.01,,6431.0,1.29,1.46,0.13,[Fe/H],4.47,2,2,123.483,9.28,8.131,9.16617
2342,Transit,2009,Published Confirmed,0.9414523,0.0203,12.397,3241.866,Mass,0.00757,,6400.0,1.22,1.25,0.0,,,2,2,123.483,9.28,8.131,9.16617
2343,Transit Timing Variations,2019,Published Confirmed,2.1558,0.035,,55.2,Mass,0.015,,6400.0,1.23,1.22,,,,2,2,123.483,9.28,8.131,9.16617
2344,Transit,2019,Published Confirmed,3.409264,0.048,13.899,286.047,Mass,0.0,1540.0,6600.0,1.19,1.3,0.1,[Fe/H],4.42,2,1,253.985,10.655,9.812,10.9134
2345,Transit,2019,Published Confirmed,4.5195064,0.05427,13.271,95.03117,Mass,,1186.0,5839.0,0.96,1.04,0.09,[Fe/H],4.49,1,1,437.495,12.924,11.443,12.783
2346,Transit,2019,Published Confirmed,3.3769848,0.0451,9.528,47.03884,Mass,0.0,1479.0,5638.0,1.34,1.08,0.27,[Fe/H],4.22,1,1,327.602,11.98,10.431,11.917
